func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	3.256e-07	6.14251	12.285	
nrm2	float	10000	2.1718e-06	9.20895	18.4179	
nrm2	float	100000	1.00982e-05	19.8055	39.611	
nrm2	float	1000000	2.57349e-05	77.7155	155.431	
nrm2	float	10000000	0.000315538	63.3838	126.768	
nrm2	float	100000000	0.00741697	26.9652	53.9304	
nrm2	double	1000	5.095e-07	3.92542	15.7017	
nrm2	double	10000	9.1655e-06	2.1821	8.72838	
nrm2	double	100000	1.02203e-05	19.5689	78.2756	
nrm2	double	1000000	3.33262e-05	60.0128	240.051	
nrm2	double	10000000	0.00730063	2.73949	10.958	
nrm2	double	100000000	0.035861	5.57709	22.3084	
