func	prec	M	N	time[sec]
convert(COO,CRS)	float	1000	1000	0.000663163
convert(COO,CRS)	float	10000	10000	0.00657554
convert(COO,CRS)	float	100000	100000	0.0735563
convert(COO,CRS)	float	1000000	1000000	0.717652
convert(COO,CRS)	double	1000	1000	0.00036977
convert(COO,CRS)	double	10000	10000	0.0053182
convert(COO,CRS)	double	100000	100000	0.103633
convert(COO,CRS)	double	1000000	1000000	1.01757
