func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000501769	0.00398589	0.0159436
dot	float	10000	0.000517804	0.0386247	0.154499
dot	float	100000	0.000515549	0.387936	1.55174
dot	float	1000000	0.000589079	3.39513	13.5805
dot	float	10000000	0.00128797	15.5284	62.1134
dot	float	100000000	0.00823515	24.2861	97.1445
dot	double	1000	0.000466267	0.00428939	0.0343151
dot	double	10000	0.000449633	0.0444808	0.355846
dot	double	100000	0.00046981	0.425704	3.40563
dot	double	1000000	0.000600531	3.33039	26.6431
dot	double	10000000	0.00200396	9.98024	79.8419
dot	double	100000000	0.015955	12.5352	100.282
