func	prec	M	N	time[sec]	perf[GFLOPS] 
m_tanh(CRS)	float	1000	1000	0.00280023	0.0289261
m_tanh(CRS)	float	10000	10000	0.000441232	1.83577
m_tanh(CRS)	float	100000	100000	0.00497074	1.62954
m_tanh(CRS)	float	1000000	1000000	0.060213	1.34522
m_tanh(CRS)	double	1000	1000	9.40756e-05	0.86101
m_tanh(CRS)	double	10000	10000	0.000767138	1.05587
m_tanh(CRS)	double	100000	100000	0.012185	0.664752
m_tanh(CRS)	double	1000000	1000000	0.101607	0.797187
