func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000238565	0.00419173	0.0335339
tanh	float	10000	4.4699e-05	0.223719	1.78975
tanh	float	100000	0.000163866	0.610254	4.88203
tanh	float	1000000	0.00122926	0.813495	6.50796
tanh	float	10000000	0.0111267	0.898739	7.18992
tanh	float	100000000	0.109913	0.909807	7.27845
tanh	double	1000	1.27147e-05	0.0786491	1.25839
tanh	double	10000	9.15257e-05	0.109259	1.74814
tanh	double	100000	0.000252884	0.395438	6.327
tanh	double	1000000	0.00199989	0.500026	8.00042
tanh	double	10000000	0.0191669	0.521732	8.34771
tanh	double	100000000	0.190077	0.526104	8.41766
