func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000933872	0.00107081	0.00428324
sum	float	10000	0.000945421	0.0105773	0.0423092
sum	float	100000	0.00103448	0.0966669	0.386668
sum	float	1000000	0.00193815	0.515955	2.06382
sum	float	10000000	0.0110154	0.90782	3.63128
sum	float	100000000	0.0821141	1.21782	4.87127
sum	double	1000	0.000725228	0.00137888	0.011031
sum	double	10000	0.000732608	0.0136499	0.109199
sum	double	100000	0.000846037	0.118198	0.945585
sum	double	1000000	0.00197344	0.50673	4.05384
sum	double	10000000	0.0131561	0.760105	6.08084
sum	double	100000000	0.125422	0.797307	6.37845
