func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000488886	0.00409094	0.0245456
axpy	float	10000	0.000503359	0.0397331	0.238399
axpy	float	100000	0.00050617	0.395124	2.37075
axpy	float	1000000	0.000600545	3.33031	19.9819
axpy	float	10000000	0.00168947	11.838	71.0282
axpy	float	100000000	0.0125765	15.9026	95.4158
axpy	double	1000	0.000429098	0.00466094	0.0559313
axpy	double	10000	0.000452561	0.0441929	0.530315
axpy	double	100000	0.000448341	0.446089	5.35307
axpy	double	1000000	0.000658874	3.03548	36.4258
axpy	double	10000000	0.00282287	7.085	85.02
axpy	double	100000000	0.024413	8.19235	98.3082
