func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000501323	0.00199472	0.00797888
asum	float	10000	0.000507435	0.019707	0.0788278
asum	float	100000	0.000517057	0.193402	0.773609
asum	float	1000000	0.000542119	1.84461	7.37845
asum	float	10000000	0.000932181	10.7275	42.9101
asum	float	100000000	0.00463422	21.5786	86.3144
asum	double	1000	0.000780421	0.00128136	0.0102509
asum	double	10000	0.000474574	0.0210715	0.168572
asum	double	100000	0.000473904	0.211013	1.68811
asum	double	1000000	0.000546309	1.83046	14.6437
asum	double	10000000	0.00124318	8.04391	64.3513
asum	double	100000000	0.00825958	12.1071	96.8572
