func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	0.000406139	0.00492442	0.0196977
sv_sub	float	10000	2.62441e-05	0.762076	3.0483
sv_sub	float	100000	0.000115997	1.72418	6.89672
sv_sub	float	1000000	0.000907592	2.20363	8.81454
sv_sub	float	10000000	0.0234374	0.853337	3.41335
sv_sub	float	100000000	0.215705	0.927191	3.70876
sv_sub	double	1000	1.83329e-05	0.109093	0.872748
sv_sub	double	10000	3.56467e-05	0.561062	4.48849
sv_sub	double	100000	0.000174846	1.14386	9.15089
sv_sub	double	1000000	0.00161107	1.24141	9.9313
sv_sub	double	10000000	0.0474493	0.421502	3.37202
sv_sub	double	100000000	0.465866	0.429308	3.43446
