func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000256874	0.00389296	0.0311437
scal	float	10000	0.000314927	0.0317534	0.254027
scal	float	100000	0.00031718	0.315279	2.52223
scal	float	1000000	0.000370004	2.70268	21.6214
scal	float	10000000	0.00106939	9.35117	74.8093
scal	float	100000000	0.00884345	11.3078	90.4625
scal	double	1000	0.000274949	0.00363703	0.0581925
scal	double	10000	0.000281549	0.0355178	0.568285
scal	double	100000	0.000313182	0.319303	5.10884
scal	double	1000000	0.000420103	2.38037	38.0859
scal	double	10000000	0.0019298	5.18189	82.9102
scal	double	100000000	0.0165034	6.05936	96.9497
