func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.74942e-05	0.114324	0.685942
vv_mul	float	10000	2.54261e-05	0.786593	4.71956
vv_mul	float	100000	0.000114016	1.75414	10.5248
vv_mul	float	1000000	0.000893745	2.23778	13.4267
vv_mul	float	10000000	0.0211141	0.947236	5.68342
vv_mul	float	100000000	0.224047	0.892668	5.35601
vv_mul	double	1000	1.94759e-05	0.102691	1.23229
vv_mul	double	10000	3.47301e-05	0.575869	6.91043
vv_mul	double	100000	0.000138107	1.44815	17.3778
vv_mul	double	1000000	0.0015922	1.25612	15.0735
vv_mul	double	10000000	0.05612	0.356379	4.27655
vv_mul	double	100000000	0.473772	0.422144	5.06573
