func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00113562	0.0713265	0.570612
mscal(CRS)	float	10000	10000	0.00301731	0.268451	2.14761
mscal(CRS)	float	100000	100000	0.0209978	0.385754	3.08603
mscal(CRS)	float	1000000	1000000	0.169778	0.477093	3.81675
mscal(CRS)	double	1000	1000	0.000995077	0.0814008	1.30241
mscal(CRS)	double	10000	10000	0.00297417	0.272345	4.35751
mscal(CRS)	double	100000	100000	0.0225832	0.358673	5.73877
mscal(CRS)	double	1000000	1000000	0.219625	0.368811	5.90098
