func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.0011814	0.137126	0.822753
matadd(CRS,CRS,CRS)	float	10000	10000	0.000209784	7.72224	46.3334
matadd(CRS,CRS,CRS)	float	100000	100000	0.020781	0.779559	4.67735
matadd(CRS,CRS,CRS)	float	1000000	1000000	0.201697	0.803184	4.8191
matadd(CRS,CRS,CRS)	double	1000	1000	4.1974e-05	3.85953	46.3144
matadd(CRS,CRS,CRS)	double	10000	10000	0.00110899	1.46079	17.5295
matadd(CRS,CRS,CRS)	double	100000	100000	0.0391452	0.413844	4.96613
matadd(CRS,CRS,CRS)	double	1000000	1000000	0.340872	0.475252	5.70302
