func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146296	0.110734	0.664405
matadd(CRS,CRS,CRS)	float	10000	10000	0.00633856	0.255579	1.53347
matadd(CRS,CRS,CRS)	float	100000	100000	0.0443425	0.365338	2.19203
