func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_div	float	1000	1.65971e-05	0.120503	0.723018
vv_div	float	10000	2.5567e-05	0.782258	4.69355
vv_div	float	100000	0.000123546	1.61883	9.713
vv_div	float	1000000	0.000901032	2.21968	13.3181
vv_div	float	10000000	0.022286	0.897424	5.38454
vv_div	float	100000000	0.226482	0.883073	5.29844
vv_div	double	1000	2.02598e-05	0.0987177	1.18461
vv_div	double	10000	5.19125e-05	0.385264	4.62316
vv_div	double	100000	0.000154383	1.29548	15.5458
vv_div	double	1000000	0.00181954	1.09918	13.1902
vv_div	double	10000000	0.0558516	0.358092	4.2971
vv_div	double	100000000	0.494962	0.404071	4.84885
