func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	float	1000	1000	0.00427874	0.233714	2.80456
matadd(Dense,Dense,Dense)	float	2000	2000	0.0136955	0.292067	3.50481
matadd(Dense,Dense,Dense)	float	3000	3000	0.0242927	0.370481	4.44578
matadd(Dense,Dense,Dense)	float	4000	4000	0.0435764	0.367171	4.40606
matadd(Dense,Dense,Dense)	float	5000	5000	0.0678814	0.368289	4.41947
matadd(Dense,Dense,Dense)	float	6000	6000	0.0900619	0.399725	4.7967
matadd(Dense,Dense,Dense)	float	7000	7000	0.13018	0.376401	4.51682
matadd(Dense,Dense,Dense)	float	8000	8000	0.169765	0.376991	4.52389
matadd(Dense,Dense,Dense)	float	9000	9000	0.202079	0.400834	4.81
