func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00588262	339.984
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0133817	504.422
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0313151	510.935
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0611473	511.061
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.105117	513.714
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.164009	522.837
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238971	535.63
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.335405	543.374
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.451018	554.301
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00902218	221.676
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0278463	242.402
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.061346	260.816
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.116201	268.931
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.197659	273.198
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.307196	279.138
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.4536	282.187
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.664215	274.384
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.911327	274.325
