func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0178633	111.961
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00492887	1369.48
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0100933	1585.21
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0168935	1849.82
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.026101	2068.88
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0416765	2057.52
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0607734	2106.19
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0877275	2077.46
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122126	2047.07
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0281885	70.9509
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884804	76.2881
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208738	76.651
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406285	76.9165
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682778	79.0886
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09282	78.4667
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62529	78.7551
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31967	78.5672
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18867	78.4025
