func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00253561
convert(COO,Dense)	Dense	float	2000	2000	0.0056975
convert(COO,Dense)	Dense	float	3000	3000	0.0164568
convert(COO,Dense)	Dense	float	4000	4000	0.028693
convert(COO,Dense)	Dense	float	5000	5000	0.0434001
convert(COO,Dense)	Dense	double	1000	1000	0.00286086
convert(COO,Dense)	Dense	double	2000	2000	0.00925381
convert(COO,Dense)	Dense	double	3000	3000	0.0301796
convert(COO,Dense)	Dense	double	4000	4000	0.0521616
convert(COO,Dense)	Dense	double	5000	5000	0.0801498
