func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	1.633e-05	0.122474	0.734844
vv_sub	float	10000	2.57886e-05	0.775536	4.65322
vv_sub	float	100000	0.000118219	1.69178	10.1507
vv_sub	float	1000000	0.000927897	2.15541	12.9325
vv_sub	float	10000000	0.0251911	0.793932	4.76359
vv_sub	float	100000000	0.240322	0.832217	4.9933
vv_sub	double	1000	1.88748e-05	0.105961	1.27154
vv_sub	double	10000	3.34841e-05	0.597298	7.16758
vv_sub	double	100000	0.000162727	1.22905	14.7486
vv_sub	double	1000000	0.00681083	0.29365	3.5238
vv_sub	double	10000000	0.0603024	0.331662	3.97994
vv_sub	double	100000000	0.481869	0.415051	4.98061
