func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000510579	0.00195856	0.00783425
asum	float	10000	0.000512968	0.0194944	0.0779775
asum	float	100000	0.000528516	0.189209	0.756836
asum	float	1000000	0.000547485	1.82653	7.30613
asum	float	10000000	0.000931538	10.7349	42.9397
asum	float	100000000	0.00464581	21.5248	86.099
asum	double	1000	0.000487578	0.00205095	0.0164076
asum	double	10000	0.000486647	0.0205488	0.16439
asum	double	100000	0.000485604	0.205929	1.64743
asum	double	1000000	0.000556441	1.79714	14.3771
asum	double	10000000	0.00123797	8.07777	64.6222
asum	double	100000000	0.00825836	12.1089	96.8715
