func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	5.82475e-05	17.1681	137.345
mscal(Dense)	float	2000	2000	0.00010037	39.8525	318.82
mscal(Dense)	float	3000	3000	0.000260109	34.6009	276.807
mscal(Dense)	float	4000	4000	0.00581273	2.75258	22.0206
mscal(Dense)	float	5000	5000	0.0118513	2.10948	16.8758
mscal(Dense)	float	6000	6000	0.0176145	2.04377	16.3502
mscal(Dense)	float	7000	7000	0.024302	2.01629	16.1303
mscal(Dense)	float	8000	8000	0.0327548	1.95391	15.6313
mscal(Dense)	float	9000	9000	0.0411145	1.97011	15.7609
mscal(Dense)	float	10000	10000	0.0495028	2.02009	16.1607
mscal(Dense)	double	1000	1000	4.96454e-05	20.1429	322.286
mscal(Dense)	double	2000	2000	0.000200375	19.9625	319.4
mscal(Dense)	double	3000	3000	0.00738722	1.21832	19.4931
mscal(Dense)	double	4000	4000	0.0156543	1.02208	16.3533
mscal(Dense)	double	5000	5000	0.0248352	1.00664	16.1062
mscal(Dense)	double	6000	6000	0.0193277	1.86261	29.8017
mscal(Dense)	double	7000	7000	0.046395	1.05615	16.8984
mscal(Dense)	double	8000	8000	0.0645042	0.992183	15.8749
mscal(Dense)	double	9000	9000	0.0770547	1.0512	16.8192
mscal(Dense)	double	10000	10000	0.0949261	1.05345	16.8552
