func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.6989e-06	0.103104	0.412418
sum	float	10000	1.0094e-05	0.990688	3.96275
sum	float	100000	1.65556e-05	6.04025	24.161
sum	float	1000000	8.16722e-05	12.2441	48.9763
sum	float	10000000	0.000802914	12.4546	49.8185
sum	float	100000000	0.00821675	12.1703	48.681
sum	double	1000	8.9779e-06	0.111385	0.891077
sum	double	10000	9.0653e-06	1.10311	8.82486
sum	double	100000	1.63683e-05	6.10937	48.875
sum	double	1000000	8.20184e-05	12.1924	97.5391
sum	double	10000000	0.00504	1.98413	15.873
sum	double	100000000	0.0149298	6.69802	53.5842
