func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00113528	0.0713478	0.570783
mscal(CRS)	float	10000	10000	0.00302846	0.267462	2.1397
mscal(CRS)	float	100000	100000	0.0209814	0.386056	3.08845
mscal(CRS)	float	1000000	1000000	0.170512	0.47504	3.80032
mscal(CRS)	double	1000	1000	0.000995561	0.0813611	1.30178
mscal(CRS)	double	10000	10000	0.0029866	0.271212	4.33939
mscal(CRS)	double	100000	100000	0.0226935	0.356931	5.71089
mscal(CRS)	double	1000000	1000000	0.22023	0.367798	5.88477
