func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.1912e-06	0.417177	1.11247
xpay	float	10000	7.9555e-06	3.77098	10.0559
xpay	float	100000	9.2435e-06	32.4552	86.5473
xpay	float	1000000	3.29112e-05	91.1544	243.078
xpay	float	10000000	0.00238366	12.5857	33.5618
xpay	float	100000000	0.0241542	12.4202	33.1206
xpay	double	1000	7.2844e-06	0.411839	2.19647
xpay	double	10000	7.857e-06	3.81825	20.364
xpay	double	100000	1.03685e-05	28.9338	154.314
xpay	double	1000000	6.09901e-05	49.1883	262.338
xpay	double	10000000	0.0176186	1.70274	9.08129
xpay	double	100000000	0.0926164	3.23917	17.2756
