func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00175765	0.000568943	0.00455154
tanh	float	10000	4.18196e-05	0.239122	1.91298
tanh	float	100000	0.00115598	0.0865068	0.692054
tanh	float	1000000	0.000268101	3.72994	29.8395
tanh	float	10000000	0.0026389	3.78946	30.3157
tanh	float	100000000	0.0392031	2.55082	20.4066
tanh	double	1000	1.24436e-05	0.0803626	1.2858
tanh	double	10000	1.76069e-05	0.567959	9.08735
tanh	double	100000	0.000190267	0.525576	8.40921
tanh	double	1000000	0.000450171	2.22138	35.542
tanh	double	10000000	0.00711811	1.40487	22.4779
tanh	double	100000000	0.0696247	1.43627	22.9803
