func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146796	0.110357	0.662144
matadd(CRS,CRS,CRS)	float	10000	10000	0.00637442	0.254141	1.52484
matadd(CRS,CRS,CRS)	float	100000	100000	0.0444925	0.364107	2.18464
