func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00843154
transpose(Dense)	Dense	float	2000	2000	0.0152527
transpose(Dense)	Dense	float	3000	3000	0.0495239
transpose(Dense)	Dense	float	4000	4000	0.0982271
transpose(Dense)	Dense	float	5000	5000	0.154764
transpose(Dense)	Dense	float	6000	6000	0.214203
transpose(Dense)	Dense	float	7000	7000	0.318864
transpose(Dense)	Dense	float	8000	8000	0.393009
transpose(Dense)	Dense	float	9000	9000	0.527954
transpose(Dense)	Dense	float	10000	10000	0.614095
transpose(Dense)	Dense	double	1000	1000	0.00355674
transpose(Dense)	Dense	double	2000	2000	0.027908
transpose(Dense)	Dense	double	3000	3000	0.0729718
transpose(Dense)	Dense	double	4000	4000	0.148745
transpose(Dense)	Dense	double	5000	5000	0.228068
transpose(Dense)	Dense	double	6000	6000	0.339313
transpose(Dense)	Dense	double	7000	7000	0.452936
transpose(Dense)	Dense	double	8000	8000	0.619903
transpose(Dense)	Dense	double	9000	9000	0.752037
transpose(Dense)	Dense	double	10000	10000	0.928782
