func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00762148	262.416
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00469246	1438.48
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00931206	1718.2
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0156006	2003.13
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0255495	2113.54
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0411255	2085.08
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0608547	2103.37
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0884152	2061.3
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122997	2032.57
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0280589	71.2786
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0887886	76.0233
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.209235	76.469
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406199	76.9327
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.681965	79.183
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08966	78.6946
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.6231	78.8613
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31637	78.6792
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18696	78.4447
