func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_div(CRS,CRS)	CRS	float	10000	10000	0.000438667	3.693	14.772
sm_div(CRS,CRS)	CRS	float	20000	20000	0.000734959	4.40841	17.6336
sm_div(CRS,CRS)	CRS	float	30000	30000	0.00101131	4.80564	19.2226
sm_div(CRS,CRS)	CRS	float	40000	40000	0.00113903	5.68905	22.7562
sm_div(CRS,CRS)	CRS	float	50000	50000	0.00148072	5.4703	21.8812
sm_div(CRS,CRS)	CRS	float	60000	60000	0.00147282	6.59956	26.3983
sm_div(CRS,CRS)	CRS	float	70000	70000	0.00166581	6.80749	27.23
sm_div(CRS,CRS)	CRS	float	80000	80000	0.00192632	6.72787	26.9115
sm_div(CRS,CRS)	CRS	float	90000	90000	0.00212404	6.86427	27.4571
sm_div(CRS,CRS)	CRS	float	100000	100000	0.00237443	6.8227	27.2908
sm_div(CRS,CRS)	CRS	double	10000	10000	0.00048269	3.35619	26.8495
sm_div(CRS,CRS)	CRS	double	20000	20000	0.000804527	4.02721	32.2177
sm_div(CRS,CRS)	CRS	double	30000	30000	0.001095	4.43834	35.5067
sm_div(CRS,CRS)	CRS	double	40000	40000	0.00141611	4.57592	36.6074
sm_div(CRS,CRS)	CRS	double	50000	50000	0.00171677	4.71817	37.7453
sm_div(CRS,CRS)	CRS	double	60000	60000	0.00202599	4.79766	38.3813
sm_div(CRS,CRS)	CRS	double	70000	70000	0.0023405	4.84512	38.761
sm_div(CRS,CRS)	CRS	double	80000	80000	0.00264059	4.908	39.264
sm_div(CRS,CRS)	CRS	double	90000	90000	0.00294677	4.9478	39.5824
sm_div(CRS,CRS)	CRS	double	100000	100000	0.00326272	4.96518	39.7215
