func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tan(Dense)	Dense	float	1000	1000	0.000276463	3.61712
m_tan(Dense)	Dense	float	2000	2000	0.000923522	4.33125
m_tan(Dense)	Dense	float	3000	3000	0.00200106	4.49761
m_tan(Dense)	Dense	float	4000	4000	0.00342518	4.67128
m_tan(Dense)	Dense	float	5000	5000	0.00462482	5.40561
m_tan(Dense)	Dense	float	6000	6000	0.00607175	5.9291
m_tan(Dense)	Dense	float	7000	7000	0.00810318	6.04701
m_tan(Dense)	Dense	float	8000	8000	0.0106146	6.02942
m_tan(Dense)	Dense	float	9000	9000	0.0133836	6.05218
m_tan(Dense)	Dense	float	10000	10000	0.0165197	6.05337
m_tan(Dense)	Dense	double	1000	1000	0.000676206	1.47884
m_tan(Dense)	Dense	double	2000	2000	0.00246678	1.62155
m_tan(Dense)	Dense	double	3000	3000	0.00547568	1.64363
m_tan(Dense)	Dense	double	4000	4000	0.00974	1.64271
m_tan(Dense)	Dense	double	5000	5000	0.0151552	1.64959
m_tan(Dense)	Dense	double	6000	6000	0.0218117	1.65049
m_tan(Dense)	Dense	double	7000	7000	0.029709	1.64933
m_tan(Dense)	Dense	double	8000	8000	0.0385581	1.65983
m_tan(Dense)	Dense	double	9000	9000	0.0488703	1.65745
m_tan(Dense)	Dense	double	10000	10000	0.0603054	1.65823
