func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(CRS)	CRS	float	10000	10000	0.000807585	1.00299
m_ceil(CRS)	CRS	float	20000	20000	0.000133349	12.1485
m_ceil(CRS)	CRS	float	30000	30000	0.000364174	6.67263
m_ceil(CRS)	CRS	float	40000	40000	0.00135551	2.39024
m_ceil(CRS)	CRS	float	50000	50000	0.00215064	1.88316
m_ceil(CRS)	CRS	float	60000	60000	0.00289275	1.68006
m_ceil(CRS)	CRS	float	70000	70000	0.00344605	1.64536
m_ceil(CRS)	CRS	float	80000	80000	0.00394004	1.64466
m_ceil(CRS)	CRS	float	90000	90000	0.00443082	1.64529
m_ceil(CRS)	CRS	float	100000	100000	0.0113268	0.715119
m_ceil(CRS)	CRS	double	10000	10000	0.000131226	6.17257
m_ceil(CRS)	CRS	double	20000	20000	0.00122254	1.32511
m_ceil(CRS)	CRS	double	30000	30000	0.00245084	0.991499
m_ceil(CRS)	CRS	double	40000	40000	0.0035304	0.917744
m_ceil(CRS)	CRS	double	50000	50000	0.00436917	0.926949
m_ceil(CRS)	CRS	double	60000	60000	0.00517134	0.939795
m_ceil(CRS)	CRS	double	70000	70000	0.0058767	0.964827
m_ceil(CRS)	CRS	double	80000	80000	0.00647492	1.00078
m_ceil(CRS)	CRS	double	90000	90000	0.0085672	0.850919
m_ceil(CRS)	CRS	double	100000	100000	0.0101047	0.801609
