func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00828897	241.284
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00462945	1458.06
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00901418	1774.98
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0154073	2028.26
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0257709	2095.39
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412987	2076.34
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0611752	2092.35
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0895489	2035.2
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122124	2047.1
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0277431	72.0899
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0881068	76.6116
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208397	76.7766
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.405379	77.0884
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.680454	79.3587
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08577	78.9759
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61955	79.0342
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31152	78.8442
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17455	78.7514
