func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sin(Dense)	Dense	float	1000	1000	0.000202967	4.92692
m_sin(Dense)	Dense	float	2000	2000	0.000630154	6.34765
m_sin(Dense)	Dense	float	3000	3000	0.00136272	6.60443
m_sin(Dense)	Dense	float	4000	4000	0.00223349	7.16369
m_sin(Dense)	Dense	float	5000	5000	0.00312167	8.00852
m_sin(Dense)	Dense	float	6000	6000	0.00399723	9.00624
m_sin(Dense)	Dense	float	7000	7000	0.0054151	9.04877
m_sin(Dense)	Dense	float	8000	8000	0.00708018	9.03932
m_sin(Dense)	Dense	float	9000	9000	0.00891738	9.08338
m_sin(Dense)	Dense	float	10000	10000	0.0110792	9.0259
m_sin(Dense)	Dense	double	1000	1000	0.000615403	1.62495
m_sin(Dense)	Dense	double	2000	2000	0.00181241	2.20701
m_sin(Dense)	Dense	double	3000	3000	0.00389647	2.30978
m_sin(Dense)	Dense	double	4000	4000	0.00695555	2.30032
m_sin(Dense)	Dense	double	5000	5000	0.0108654	2.30089
m_sin(Dense)	Dense	double	6000	6000	0.0154819	2.32529
m_sin(Dense)	Dense	double	7000	7000	0.0210133	2.33186
m_sin(Dense)	Dense	double	8000	8000	0.0274263	2.33353
m_sin(Dense)	Dense	double	9000	9000	0.0346338	2.33875
m_sin(Dense)	Dense	double	10000	10000	0.0427103	2.34136
