func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00672242
convert(COO,CRS)	CRS	float	20000	20000	0.0127752
convert(COO,CRS)	CRS	float	30000	30000	0.0239699
convert(COO,CRS)	CRS	float	40000	40000	0.030791
convert(COO,CRS)	CRS	float	50000	50000	0.0376105
convert(COO,CRS)	CRS	float	60000	60000	0.0455957
convert(COO,CRS)	CRS	float	70000	70000	0.052219
convert(COO,CRS)	CRS	float	80000	80000	0.0595756
convert(COO,CRS)	CRS	float	90000	90000	0.0670507
convert(COO,CRS)	CRS	float	100000	100000	0.0744536
convert(COO,CRS)	CRS	double	10000	10000	0.00508651
convert(COO,CRS)	CRS	double	20000	20000	0.0134383
convert(COO,CRS)	CRS	double	30000	30000	0.0295958
convert(COO,CRS)	CRS	double	40000	40000	0.0382576
convert(COO,CRS)	CRS	double	50000	50000	0.0478153
convert(COO,CRS)	CRS	double	60000	60000	0.063059
convert(COO,CRS)	CRS	double	70000	70000	0.0735633
convert(COO,CRS)	CRS	double	80000	80000	0.0840172
convert(COO,CRS)	CRS	double	90000	90000	0.0936922
convert(COO,CRS)	CRS	double	100000	100000	0.104206
