func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00843055
transpose(Dense)	Dense	float	2000	2000	0.0152458
transpose(Dense)	Dense	float	3000	3000	0.0496435
transpose(Dense)	Dense	float	4000	4000	0.0971423
transpose(Dense)	Dense	float	5000	5000	0.154371
transpose(Dense)	Dense	float	6000	6000	0.235219
transpose(Dense)	Dense	float	7000	7000	0.318201
transpose(Dense)	Dense	float	8000	8000	0.395298
transpose(Dense)	Dense	float	9000	9000	0.527171
transpose(Dense)	Dense	float	10000	10000	0.613156
transpose(Dense)	Dense	double	1000	1000	0.00355387
transpose(Dense)	Dense	double	2000	2000	0.0280311
transpose(Dense)	Dense	double	3000	3000	0.0729061
transpose(Dense)	Dense	double	4000	4000	0.149954
transpose(Dense)	Dense	double	5000	5000	0.228431
transpose(Dense)	Dense	double	6000	6000	0.341661
transpose(Dense)	Dense	double	7000	7000	0.452312
transpose(Dense)	Dense	double	8000	8000	0.618106
transpose(Dense)	Dense	double	9000	9000	0.750522
transpose(Dense)	Dense	double	10000	10000	0.927778
