func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(CRS,CRS,CRS)	CRS	float	10000	10000	0.00092373	0.876879	10.5226
mm_add(CRS,CRS,CRS)	CRS	float	20000	20000	0.00191744	0.844879	10.1385
mm_add(CRS,CRS,CRS)	CRS	float	30000	30000	0.00296886	0.818496	9.82196
mm_add(CRS,CRS,CRS)	CRS	float	40000	40000	0.00396936	0.816252	9.79503
mm_add(CRS,CRS,CRS)	CRS	float	50000	50000	0.00495766	0.816918	9.80301
mm_add(CRS,CRS,CRS)	CRS	float	60000	60000	0.00544113	0.893197	10.7184
mm_add(CRS,CRS,CRS)	CRS	float	70000	70000	0.00620128	0.914327	10.9719
mm_add(CRS,CRS,CRS)	CRS	float	80000	80000	0.00732427	0.88473	10.6168
mm_add(CRS,CRS,CRS)	CRS	float	90000	90000	0.0083951	0.868364	10.4204
mm_add(CRS,CRS,CRS)	CRS	float	100000	100000	0.00953237	0.849736	10.1968
mm_add(CRS,CRS,CRS)	CRS	double	10000	10000	0.00144053	0.562293	13.495
mm_add(CRS,CRS,CRS)	CRS	double	20000	20000	0.00334195	0.484747	11.6339
mm_add(CRS,CRS,CRS)	CRS	double	30000	30000	0.00564343	0.430589	10.3341
mm_add(CRS,CRS,CRS)	CRS	double	40000	40000	0.00748783	0.432702	10.3849
mm_add(CRS,CRS,CRS)	CRS	double	50000	50000	0.00960887	0.421485	10.1157
mm_add(CRS,CRS,CRS)	CRS	double	60000	60000	0.0140941	0.344826	8.27583
mm_add(CRS,CRS,CRS)	CRS	double	70000	70000	0.0147838	0.383527	9.20466
mm_add(CRS,CRS,CRS)	CRS	double	80000	80000	0.0129059	0.502096	12.0503
mm_add(CRS,CRS,CRS)	CRS	double	90000	90000	0.0236962	0.307645	7.38348
mm_add(CRS,CRS,CRS)	CRS	double	100000	100000	0.0237317	0.341316	8.19158
