func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_sub(Dense,Dense,Dense)	Dense	float	1000	1000	0.000190288	5.25518	63.0622
mm_sub(Dense,Dense,Dense)	Dense	float	2000	2000	0.00057665	6.93662	83.2394
mm_sub(Dense,Dense,Dense)	Dense	float	3000	3000	0.00121321	7.41835	89.0202
mm_sub(Dense,Dense,Dense)	Dense	float	4000	4000	0.0019953	8.01885	96.2261
mm_sub(Dense,Dense,Dense)	Dense	float	5000	5000	0.00322272	7.75741	93.089
mm_sub(Dense,Dense,Dense)	Dense	float	6000	6000	0.00455722	7.89955	94.7945
mm_sub(Dense,Dense,Dense)	Dense	float	7000	7000	0.00625277	7.83652	94.0383
mm_sub(Dense,Dense,Dense)	Dense	float	8000	8000	0.0080263	7.97379	95.6855
mm_sub(Dense,Dense,Dense)	Dense	float	9000	9000	0.0100322	8.07401	96.8881
mm_sub(Dense,Dense,Dense)	Dense	float	10000	10000	0.0123306	8.10989	97.3186
mm_sub(Dense,Dense,Dense)	Dense	double	1000	1000	0.000309968	3.22614	77.4274
mm_sub(Dense,Dense,Dense)	Dense	double	2000	2000	0.00103015	3.88294	93.1907
mm_sub(Dense,Dense,Dense)	Dense	double	3000	3000	0.00225219	3.99612	95.9068
mm_sub(Dense,Dense,Dense)	Dense	double	4000	4000	0.00404081	3.9596	95.0305
mm_sub(Dense,Dense,Dense)	Dense	double	5000	5000	0.00620923	4.02626	96.6303
mm_sub(Dense,Dense,Dense)	Dense	double	6000	6000	0.00890847	4.0411	96.9863
mm_sub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120264	4.07435	97.7845
mm_sub(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156492	4.08967	98.152
mm_sub(Dense,Dense,Dense)	Dense	double	9000	9000	0.0197318	4.10506	98.5213
mm_sub(Dense,Dense,Dense)	Dense	double	10000	10000	0.0243	4.11523	98.7654
