func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00864167	231.437
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0239569	281.756
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0589766	271.294
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0908156	344.104
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.124052	435.301
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.165115	519.335
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.236037	542.288
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.352199	517.464
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.478299	522.686
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0116785	171.254
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0343083	196.745
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0951252	168.199
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.121165	257.913
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.200475	269.36
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.31873	269.036
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.486121	263.309
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.676433	269.428
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.916709	272.715
