func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_pow(Dense,Dense)	Dense	float	1000	1000	0.00300824	0.332421	2.65937
sm_pow(Dense,Dense)	Dense	float	2000	2000	0.00606179	0.659871	5.27897
sm_pow(Dense,Dense)	Dense	float	3000	3000	0.0149109	0.603586	4.82869
sm_pow(Dense,Dense)	Dense	float	4000	4000	0.0262968	0.60844	4.86752
sm_pow(Dense,Dense)	Dense	float	5000	5000	0.0370526	0.674717	5.39774
sm_pow(Dense,Dense)	Dense	float	6000	6000	0.0574478	0.626656	5.01324
sm_pow(Dense,Dense)	Dense	float	7000	7000	0.0730898	0.670408	5.36327
sm_pow(Dense,Dense)	Dense	float	8000	8000	0.0925748	0.691333	5.53067
sm_pow(Dense,Dense)	Dense	float	9000	9000	0.117441	0.689708	5.51766
sm_pow(Dense,Dense)	Dense	float	10000	10000	0.145928	0.685271	5.48217
sm_pow(Dense,Dense)	Dense	double	1000	1000	0.00154578	0.646922	10.3508
sm_pow(Dense,Dense)	Dense	double	2000	2000	0.0108422	0.36893	5.90288
sm_pow(Dense,Dense)	Dense	double	3000	3000	0.0247701	0.363341	5.81346
sm_pow(Dense,Dense)	Dense	double	4000	4000	0.0380772	0.420198	6.72318
sm_pow(Dense,Dense)	Dense	double	5000	5000	0.0472048	0.529607	8.47371
sm_pow(Dense,Dense)	Dense	double	6000	6000	0.0714408	0.503914	8.06262
sm_pow(Dense,Dense)	Dense	double	7000	7000	0.0845076	0.579829	9.27727
sm_pow(Dense,Dense)	Dense	double	8000	8000	0.131833	0.485462	7.76738
sm_pow(Dense,Dense)	Dense	double	9000	9000	0.145898	0.555181	8.8829
sm_pow(Dense,Dense)	Dense	double	10000	10000	0.196746	0.50827	8.13231
