func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.000112838	17.7246
matvec(Dense)	Dense	float	2000	2000	0.000395347	20.2354
matvec(Dense)	Dense	float	3000	3000	0.00114527	15.7167
matvec(Dense)	Dense	float	4000	4000	0.00184256	17.3672
matvec(Dense)	Dense	float	5000	5000	0.00387697	12.8967
matvec(Dense)	Dense	float	6000	6000	0.00498868	14.4327
matvec(Dense)	Dense	float	7000	7000	0.00715859	13.6898
matvec(Dense)	Dense	float	8000	8000	0.00818335	15.6415
matvec(Dense)	Dense	float	9000	9000	0.01204	13.4551
matvec(Dense)	Dense	float	10000	10000	0.0143236	13.963
matvec(Dense)	Dense	double	1000	1000	3.71583e-05	53.8238
matvec(Dense)	Dense	double	2000	2000	0.000960651	8.32768
matvec(Dense)	Dense	double	3000	3000	0.00218889	8.22333
matvec(Dense)	Dense	double	4000	4000	0.00395754	8.08583
matvec(Dense)	Dense	double	5000	5000	0.00635365	7.86949
matvec(Dense)	Dense	double	6000	6000	0.00934741	7.70267
matvec(Dense)	Dense	double	7000	7000	0.012654	7.7446
matvec(Dense)	Dense	double	8000	8000	0.0164302	7.79054
matvec(Dense)	Dense	double	9000	9000	0.020907	7.74859
matvec(Dense)	Dense	double	10000	10000	0.0258518	7.73639
