func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_sub(Dense,Dense)	Dense	float	1000	1000	3.94068e-05	25.3763	203.011
sm_sub(Dense,Dense)	Dense	float	2000	2000	0.00157866	2.53379	20.2703
sm_sub(Dense,Dense)	Dense	float	3000	3000	0.00350811	2.56548	20.5238
sm_sub(Dense,Dense)	Dense	float	4000	4000	0.00623797	2.56494	20.5195
sm_sub(Dense,Dense)	Dense	float	5000	5000	0.0100608	2.4849	19.8792
sm_sub(Dense,Dense)	Dense	float	6000	6000	0.0146197	2.46242	19.6994
sm_sub(Dense,Dense)	Dense	float	7000	7000	0.0198658	2.46655	19.7324
sm_sub(Dense,Dense)	Dense	float	8000	8000	0.0259861	2.46286	19.7029
sm_sub(Dense,Dense)	Dense	float	9000	9000	0.0328598	2.46502	19.7201
sm_sub(Dense,Dense)	Dense	float	10000	10000	0.0405965	2.46327	19.7061
sm_sub(Dense,Dense)	Dense	double	1000	1000	0.000694757	1.43935	23.0296
sm_sub(Dense,Dense)	Dense	double	2000	2000	0.00314106	1.27346	20.3753
sm_sub(Dense,Dense)	Dense	double	3000	3000	0.007109	1.266	20.256
sm_sub(Dense,Dense)	Dense	double	4000	4000	0.0130155	1.22931	19.6689
sm_sub(Dense,Dense)	Dense	double	5000	5000	0.0202884	1.23223	19.7157
sm_sub(Dense,Dense)	Dense	double	6000	6000	0.0291965	1.23302	19.7284
sm_sub(Dense,Dense)	Dense	double	7000	7000	0.0397212	1.2336	19.7376
sm_sub(Dense,Dense)	Dense	double	8000	8000	0.0519372	1.23226	19.7161
sm_sub(Dense,Dense)	Dense	double	9000	9000	0.0654781	1.23706	19.7929
sm_sub(Dense,Dense)	Dense	double	10000	10000	0.0808191	1.23733	19.7973
