func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	vector	float	1000	0.000246366	0.00811801	0.0324721
dot	vector	float	10000	0.000385365	0.0518988	0.207595
dot	vector	float	100000	0.000388008	0.515453	2.06181
dot	vector	float	1000000	0.00070159	2.85067	11.4027
dot	vector	float	10000000	0.00141118	14.1726	56.6902
dot	vector	float	100000000	0.00825286	24.234	96.9361
dot	vector	double	1000	0.000387537	0.0051608	0.0412864
dot	vector	double	10000	0.000386746	0.0517135	0.413708
dot	vector	double	100000	0.000398206	0.502253	4.01802
dot	vector	double	1000000	0.000780146	2.56362	20.509
dot	vector	double	10000000	0.00217985	9.17494	73.3995
dot	vector	double	100000000	0.015956	12.5345	100.276
