func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(Dense)	Dense	float	1000	1000	0.000182258	5.48674
m_floor(Dense)	Dense	float	2000	2000	0.000542064	7.37921
m_floor(Dense)	Dense	float	3000	3000	0.00114594	7.85384
m_floor(Dense)	Dense	float	4000	4000	0.00207018	7.72881
m_floor(Dense)	Dense	float	5000	5000	0.00279147	8.95585
m_floor(Dense)	Dense	float	6000	6000	0.00349692	10.2948
m_floor(Dense)	Dense	float	7000	7000	0.00491916	9.96105
m_floor(Dense)	Dense	float	8000	8000	0.00620813	10.3091
m_floor(Dense)	Dense	float	9000	9000	0.00783349	10.3402
m_floor(Dense)	Dense	float	10000	10000	0.00962149	10.3934
m_floor(Dense)	Dense	double	1000	1000	0.000272331	3.672
m_floor(Dense)	Dense	double	2000	2000	0.000833958	4.7964
m_floor(Dense)	Dense	double	3000	3000	0.00152145	5.91542
m_floor(Dense)	Dense	double	4000	4000	0.00265593	6.02425
m_floor(Dense)	Dense	double	5000	5000	0.00419426	5.96052
m_floor(Dense)	Dense	double	6000	6000	0.00605763	5.94292
m_floor(Dense)	Dense	double	7000	7000	0.0081774	5.99213
m_floor(Dense)	Dense	double	8000	8000	0.0106102	6.03195
m_floor(Dense)	Dense	double	9000	9000	0.0133632	6.06145
m_floor(Dense)	Dense	double	10000	10000	0.0164097	6.09394
