func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_pow(Dense,Dense)	Dense	float	1000	1000	0.000465871	2.14652	17.1721
sm_pow(Dense,Dense)	Dense	float	2000	2000	0.00159013	2.51552	20.1241
sm_pow(Dense,Dense)	Dense	float	3000	3000	0.00357018	2.52088	20.167
sm_pow(Dense,Dense)	Dense	float	4000	4000	0.00650603	2.45926	19.674
sm_pow(Dense,Dense)	Dense	float	5000	5000	0.00985049	2.53795	20.3036
sm_pow(Dense,Dense)	Dense	float	6000	6000	0.0148545	2.42351	19.3881
sm_pow(Dense,Dense)	Dense	float	7000	7000	0.0199219	2.45961	19.6768
sm_pow(Dense,Dense)	Dense	float	8000	8000	0.0260475	2.45705	19.6564
sm_pow(Dense,Dense)	Dense	float	9000	9000	0.0333912	2.42579	19.4063
sm_pow(Dense,Dense)	Dense	float	10000	10000	0.0405246	2.46764	19.7411
sm_pow(Dense,Dense)	Dense	double	1000	1000	0.00128267	0.779623	12.474
sm_pow(Dense,Dense)	Dense	double	2000	2000	0.0031878	1.25478	20.0765
sm_pow(Dense,Dense)	Dense	double	3000	3000	0.00700627	1.28456	20.553
sm_pow(Dense,Dense)	Dense	double	4000	4000	0.0127774	1.25221	20.0353
sm_pow(Dense,Dense)	Dense	double	5000	5000	0.0201272	1.2421	19.8736
sm_pow(Dense,Dense)	Dense	double	6000	6000	0.0293473	1.22669	19.627
sm_pow(Dense,Dense)	Dense	double	7000	7000	0.0395561	1.23875	19.82
sm_pow(Dense,Dense)	Dense	double	8000	8000	0.0523679	1.22212	19.554
sm_pow(Dense,Dense)	Dense	double	9000	9000	0.0650364	1.24546	19.9273
sm_pow(Dense,Dense)	Dense	double	10000	10000	0.0805314	1.24175	19.868
