func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.00019851	5.03752
m_sinh(Dense)	Dense	float	2000	2000	0.000603491	6.6281
m_sinh(Dense)	Dense	float	3000	3000	0.00127036	7.08459
m_sinh(Dense)	Dense	float	4000	4000	0.00225534	7.09427
m_sinh(Dense)	Dense	float	5000	5000	0.00298888	8.36434
m_sinh(Dense)	Dense	float	6000	6000	0.00378474	9.51188
m_sinh(Dense)	Dense	float	7000	7000	0.00511779	9.57444
m_sinh(Dense)	Dense	float	8000	8000	0.00691873	9.25026
m_sinh(Dense)	Dense	float	9000	9000	0.00845245	9.58302
m_sinh(Dense)	Dense	float	10000	10000	0.0103729	9.64047
m_sinh(Dense)	Dense	double	1000	1000	0.000577447	1.73176
m_sinh(Dense)	Dense	double	2000	2000	0.00155244	2.57659
m_sinh(Dense)	Dense	double	3000	3000	0.00293222	3.06934
m_sinh(Dense)	Dense	double	4000	4000	0.00504416	3.17198
m_sinh(Dense)	Dense	double	5000	5000	0.00776842	3.21816
m_sinh(Dense)	Dense	double	6000	6000	0.0110559	3.25617
m_sinh(Dense)	Dense	double	7000	7000	0.0148106	3.30844
m_sinh(Dense)	Dense	double	8000	8000	0.0191634	3.33971
m_sinh(Dense)	Dense	double	9000	9000	0.0240786	3.36398
m_sinh(Dense)	Dense	double	10000	10000	0.0295335	3.38598
