func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asin	vector	float	1000	5.18373e-05	0.0192911	0.154329
asin	vector	float	10000	4.7297e-05	0.21143	1.69144
asin	vector	float	100000	6.17675e-05	1.61898	12.9518
asin	vector	float	1000000	0.000332878	3.0041	24.0328
asin	vector	float	10000000	0.00231042	4.32822	34.6258
asin	vector	float	100000000	0.0165959	6.02557	48.2046
asin	vector	double	1000	5.35019e-05	0.0186909	0.299055
asin	vector	double	10000	0.000113371	0.0882063	1.4113
asin	vector	double	100000	0.0001976	0.506074	8.09718
asin	vector	double	1000000	0.00097304	1.02771	16.4433
asin	vector	double	10000000	0.00698765	1.4311	22.8975
asin	vector	double	100000000	0.0669546	1.49355	23.8968
