func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00863982	231.486
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0262797	256.852
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0318667	502.092
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.063931	488.808
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.104299	517.745
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.173677	493.734
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.239233	535.043
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.338895	537.778
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.462394	540.664
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0096334	207.611
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0274985	245.468
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.117513	136.155
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119193	262.18
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.209652	257.57
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.324155	264.534
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.478068	267.744
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.669373	272.27
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.913929	273.544
