func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	CRS	float	10000	10000	0.000337725	2.3984	28.7808
matadd(CRS,CRS,CRS)	CRS	float	20000	20000	0.000570195	2.84113	34.0936
matadd(CRS,CRS,CRS)	CRS	float	30000	30000	0.000781809	3.10817	37.2981
matadd(CRS,CRS,CRS)	CRS	float	40000	40000	0.00106983	3.02852	36.3422
matadd(CRS,CRS,CRS)	CRS	float	50000	50000	0.00115241	3.51438	42.1725
matadd(CRS,CRS,CRS)	CRS	float	60000	60000	0.00144032	3.37425	40.491
matadd(CRS,CRS,CRS)	CRS	float	70000	70000	0.00156152	3.63108	43.5729
matadd(CRS,CRS,CRS)	CRS	float	80000	80000	0.00176164	3.67838	44.1406
matadd(CRS,CRS,CRS)	CRS	float	90000	90000	0.00195456	3.72974	44.7569
matadd(CRS,CRS,CRS)	CRS	float	100000	100000	0.00215116	3.76542	45.185
matadd(CRS,CRS,CRS)	CRS	double	10000	10000	0.000540045	1.49987	35.997
matadd(CRS,CRS,CRS)	CRS	double	20000	20000	0.000939929	1.72353	41.3648
matadd(CRS,CRS,CRS)	CRS	double	30000	30000	0.00135931	1.78768	42.9042
matadd(CRS,CRS,CRS)	CRS	double	40000	40000	0.00175367	1.84756	44.3414
matadd(CRS,CRS,CRS)	CRS	double	50000	50000	0.00219565	1.84456	44.2694
matadd(CRS,CRS,CRS)	CRS	double	60000	60000	0.00257089	1.89039	45.3694
matadd(CRS,CRS,CRS)	CRS	double	70000	70000	0.00297506	1.90585	45.7403
matadd(CRS,CRS,CRS)	CRS	double	80000	80000	0.00340664	1.90217	45.652
matadd(CRS,CRS,CRS)	CRS	double	90000	90000	0.00374276	1.94776	46.7463
matadd(CRS,CRS,CRS)	CRS	double	100000	100000	0.00410307	1.97413	47.3791
