func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00831414	240.554
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00457269	1476.16
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00875907	1826.68
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.015354	2035.31
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0262188	2059.59
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0413725	2072.64
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0602199	2125.54
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0886541	2055.74
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122155	2046.58
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0277389	72.101
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0880828	76.6325
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207592	77.0744
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403791	77.3915
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.678343	79.6058
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08549	78.9969
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61458	79.2775
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.3042	79.0947
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16635	78.9553
