func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(Dense,Dense,Dense)	Dense	float	1000	1000	0.000189628	5.27349	63.2819
matsub(Dense,Dense,Dense)	Dense	float	2000	2000	0.000579798	6.89895	82.7874
matsub(Dense,Dense,Dense)	Dense	float	3000	3000	0.00116799	7.70555	92.4666
matsub(Dense,Dense,Dense)	Dense	float	4000	4000	0.00199468	8.02132	96.2559
matsub(Dense,Dense,Dense)	Dense	float	5000	5000	0.00320566	7.79871	93.5845
matsub(Dense,Dense,Dense)	Dense	float	6000	6000	0.00456536	7.88546	94.6256
matsub(Dense,Dense,Dense)	Dense	float	7000	7000	0.00623081	7.86414	94.3697
matsub(Dense,Dense,Dense)	Dense	float	8000	8000	0.00798362	8.01641	96.197
matsub(Dense,Dense,Dense)	Dense	float	9000	9000	0.00999109	8.10723	97.2867
matsub(Dense,Dense,Dense)	Dense	float	10000	10000	0.0122795	8.14366	97.7239
matsub(Dense,Dense,Dense)	Dense	double	1000	1000	0.000302308	3.30789	79.3893
matsub(Dense,Dense,Dense)	Dense	double	2000	2000	0.00102569	3.89981	93.5955
matsub(Dense,Dense,Dense)	Dense	double	3000	3000	0.00225527	3.99066	95.7759
matsub(Dense,Dense,Dense)	Dense	double	4000	4000	0.00409589	3.90635	93.7524
matsub(Dense,Dense,Dense)	Dense	double	5000	5000	0.00621497	4.02255	96.5411
matsub(Dense,Dense,Dense)	Dense	double	6000	6000	0.0088709	4.05821	97.3972
matsub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120057	4.08139	97.9534
matsub(Dense,Dense,Dense)	Dense	double	8000	8000	0.015615	4.09862	98.3669
matsub(Dense,Dense,Dense)	Dense	double	9000	9000	0.0197321	4.10498	98.5195
matsub(Dense,Dense,Dense)	Dense	double	10000	10000	0.0243065	4.11412	98.739
