func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.00150594	0.664036
m_asinh(Dense)	Dense	float	2000	2000	0.00129285	3.09395
m_asinh(Dense)	Dense	float	3000	3000	0.0032367	2.78061
m_asinh(Dense)	Dense	float	4000	4000	0.00568275	2.81554
m_asinh(Dense)	Dense	float	5000	5000	0.00886185	2.82108
m_asinh(Dense)	Dense	float	6000	6000	0.0126103	2.85481
m_asinh(Dense)	Dense	float	7000	7000	0.0171394	2.85892
m_asinh(Dense)	Dense	float	8000	8000	0.0223396	2.86487
m_asinh(Dense)	Dense	float	9000	9000	0.0281889	2.87347
m_asinh(Dense)	Dense	float	10000	10000	0.0348177	2.8721
m_asinh(Dense)	Dense	double	1000	1000	0.00136163	0.734411
m_asinh(Dense)	Dense	double	2000	2000	0.002768	1.44509
m_asinh(Dense)	Dense	double	3000	3000	0.00617981	1.45636
m_asinh(Dense)	Dense	double	4000	4000	0.0109246	1.46459
m_asinh(Dense)	Dense	double	5000	5000	0.0170201	1.46885
m_asinh(Dense)	Dense	double	6000	6000	0.0244945	1.46972
m_asinh(Dense)	Dense	double	7000	7000	0.0333197	1.4706
m_asinh(Dense)	Dense	double	8000	8000	0.0434053	1.47447
m_asinh(Dense)	Dense	double	9000	9000	0.0550368	1.47174
m_asinh(Dense)	Dense	double	10000	10000	0.0679463	1.47175
