func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00836288	239.152
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0047459	1422.28
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00893613	1790.48
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0154038	2028.73
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258493	2089.03
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412189	2080.35
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.060913	2101.36
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0893017	2040.84
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122174	2046.26
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0277282	72.1289
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0883063	76.4385
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207603	77.0702
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403727	77.4039
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.678343	79.6057
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08529	79.0113
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61754	79.1326
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31149	78.8453
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17413	78.7618
