func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(CRS)	CRS	float	10000	10000	0.000258477	3.13374
m_ceil(CRS)	CRS	float	20000	20000	0.000453975	3.56848
m_ceil(CRS)	CRS	float	30000	30000	0.000648193	3.74889
m_ceil(CRS)	CRS	float	40000	40000	0.000844885	3.83484
m_ceil(CRS)	CRS	float	50000	50000	0.00104067	3.89171
m_ceil(CRS)	CRS	float	60000	60000	0.00115751	4.19868
m_ceil(CRS)	CRS	float	70000	70000	0.00134007	4.23112
m_ceil(CRS)	CRS	float	80000	80000	0.00152344	4.25352
m_ceil(CRS)	CRS	float	90000	90000	0.00166945	4.3667
m_ceil(CRS)	CRS	float	100000	100000	0.00162691	4.97875
m_ceil(CRS)	CRS	double	10000	10000	0.000324946	2.49272
m_ceil(CRS)	CRS	double	20000	20000	0.000588903	2.75088
m_ceil(CRS)	CRS	double	30000	30000	0.000853926	2.84568
m_ceil(CRS)	CRS	double	40000	40000	0.00121552	2.66552
m_ceil(CRS)	CRS	double	50000	50000	0.00138236	2.92977
m_ceil(CRS)	CRS	double	60000	60000	0.00164678	2.95121
m_ceil(CRS)	CRS	double	70000	70000	0.00191192	2.96561
m_ceil(CRS)	CRS	double	80000	80000	0.00217557	2.97853
m_ceil(CRS)	CRS	double	90000	90000	0.00244149	2.98588
m_ceil(CRS)	CRS	double	100000	100000	0.00273057	2.96642
