func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00831266	240.597
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0262949	256.704
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0620311	257.935
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.120134	260.126
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.211361	255.488
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.340298	251.985
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.483266	264.865
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.70039	260.212
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.957554	261.082
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0160084	124.934
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0523229	129.007
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.125922	127.063
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.241546	129.375
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.414893	130.154
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.659864	129.951
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.98113	130.462
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.39528	130.619
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.90069	131.531
