func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	0.000410747	0.00486918	0.0292151	
vv_sub	float	10000	2.61746e-05	0.7641	4.5846	
vv_sub	float	100000	0.000126442	1.58175	9.49049	
vv_sub	float	1000000	0.000936724	2.1351	12.8106	
vv_sub	float	10000000	0.0248394	0.805173	4.83104	
vv_sub	float	100000000	0.228438	0.875511	5.25307	
vv_sub	double	1000	2.01757e-05	0.0991292	1.18955	
vv_sub	double	10000	5.03741e-05	0.397029	4.76435	
vv_sub	double	100000	0.000249359	0.802056	9.62467	
vv_sub	double	1000000	0.00181905	1.09947	13.1937	
vv_sub	double	10000000	0.0558115	0.358349	4.30019	
vv_sub	double	100000000	0.465496	0.42965	5.15579	
