func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	7.171e-07	2.78901	5.57802	
nrm2	float	10000	2.3941e-06	8.35387	16.7077	
nrm2	float	100000	9.8383e-06	20.3287	40.6574	
nrm2	float	1000000	2.54582e-05	78.5601	157.12	
nrm2	float	10000000	0.000287178	69.6432	139.286	
nrm2	float	100000000	0.0126649	15.7917	31.5834	
nrm2	double	1000	4.909e-07	4.07415	16.2966	
nrm2	double	10000	8.1382e-06	2.45755	9.83018	
nrm2	double	100000	1.04805e-05	19.0831	76.3322	
nrm2	double	1000000	3.23424e-05	61.8383	247.353	
nrm2	double	10000000	0.00716333	2.792	11.168	
nrm2	double	100000000	0.0165411	12.0911	48.3645	
