func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	0.000132988	0.00751948	0.0601558	
v_minus	float	10000	1.8377e-05	0.544158	4.35327	
v_minus	float	100000	0.000140539	0.711548	5.69239	
v_minus	float	1000000	0.00113258	0.882938	7.0635	
v_minus	float	10000000	0.029755	0.336078	2.68863	
v_minus	float	100000000	0.269722	0.370752	2.96602	
v_minus	double	1000	9.7193e-06	0.102888	1.64621	
v_minus	double	10000	3.52546e-05	0.283651	4.53841	
v_minus	double	100000	0.000237225	0.421541	6.74465	
v_minus	double	1000000	0.00229986	0.434809	6.95695	
v_minus	double	10000000	0.0628478	0.159114	2.54583	
v_minus	double	100000000	0.616648	0.162167	2.59467	
