func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.2654e-06	0.412916	1.10111	
xpay	float	10000	7.4718e-06	4.0151	10.7069	
xpay	float	100000	9.1734e-06	32.7033	87.2087	
xpay	float	1000000	3.33414e-05	89.9782	239.942	
xpay	float	10000000	0.00771047	3.89081	10.3755	
xpay	float	100000000	0.0449264	6.67759	17.8069	
xpay	double	1000	7.4255e-06	0.404013	2.15474	
xpay	double	10000	7.9892e-06	3.75507	20.027	
xpay	double	100000	1.05958e-05	28.3131	151.003	
xpay	double	1000000	6.12417e-05	48.9862	261.26	
xpay	double	10000000	0.0144428	2.07716	11.0782	
xpay	double	100000000	0.0995103	3.01476	16.0787	
