func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.000283222	3.5308	28.2464	
mscal(Dense)	float	2000	2000	9.87026e-05	40.5258	324.206	
mscal(Dense)	float	3000	3000	0.000234896	38.3148	306.518	
mscal(Dense)	float	4000	4000	0.00557034	2.87236	22.9788	
mscal(Dense)	float	5000	5000	0.0106631	2.34454	18.7563	
mscal(Dense)	float	6000	6000	0.0157439	2.2866	18.2928	
mscal(Dense)	float	7000	7000	0.0215993	2.26859	18.1487	
mscal(Dense)	float	8000	8000	0.0284123	2.25254	18.0204	
mscal(Dense)	float	9000	9000	0.0156618	5.1718	41.3744	
mscal(Dense)	float	10000	10000	0.0436814	2.2893	18.3144	
mscal(Dense)	double	1000	1000	4.97493e-05	20.1008	321.613	
mscal(Dense)	double	2000	2000	0.00019215	20.8171	333.073	
mscal(Dense)	double	3000	3000	0.00676308	1.33076	21.2921	
mscal(Dense)	double	4000	4000	0.0136378	1.17321	18.7714	
mscal(Dense)	double	5000	5000	0.0215471	1.16025	18.564	
mscal(Dense)	double	6000	6000	0.0319247	1.12765	18.0424	
mscal(Dense)	double	7000	7000	0.0436615	1.12227	17.9563	
mscal(Dense)	double	8000	8000	0.0382181	1.6746	26.7936	
mscal(Dense)	double	9000	9000	0.0608991	1.33007	21.2811	
mscal(Dense)	double	10000	10000	0.083175	1.20228	19.2365	
