func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	0.00183168	0.00109189	0.00436757	
sv_sub	float	10000	0.00189907	0.0105315	0.0421258	
sv_sub	float	100000	0.00300035	0.0666588	0.266635	
sv_sub	float	1000000	0.0124122	0.161132	0.644527	
sv_sub	float	10000000	0.095755	0.208866	0.835465	
