func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000499065	0.00400749	0.01603	
dot	float	10000	0.000513844	0.0389223	0.155689	
dot	float	100000	0.000510044	0.392123	1.56849	
dot	float	1000000	0.000586398	3.41065	13.6426	
dot	float	10000000	0.00128915	15.5141	62.0562	
dot	float	100000000	0.00823206	24.2953	97.181	
dot	double	1000	0.000458229	0.00436463	0.0349171	
dot	double	10000	0.000469135	0.0426317	0.341053	
dot	double	100000	0.000458689	0.436025	3.4882	
dot	double	1000000	0.000606244	3.299	26.392	
dot	double	10000000	0.00199977	10.0012	80.0093	
dot	double	100000000	0.0159573	12.5334	100.267	
