func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000934844	0.0010697	0.00427879	
sum	float	10000	0.000944374	0.010589	0.0423561	
sum	float	100000	0.00103111	0.0969832	0.387933	
sum	float	1000000	0.00194528	0.514066	2.05626	
sum	float	10000000	0.0110511	0.904891	3.61956	
sum	float	100000000	0.0828924	1.20638	4.82553	
sum	double	1000	0.0007305	0.00136893	0.0109514	
sum	double	10000	0.000741728	0.013482	0.107856	
sum	double	100000	0.000868807	0.1151	0.920802	
sum	double	1000000	0.00199306	0.50174	4.01392	
sum	double	10000000	0.0132356	0.755537	6.04429	
sum	double	100000000	0.126203	0.792374	6.33899	
