func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.00228845	0.436977	3.49582	
mscal(Dense)	float	2000	2000	0.00603719	0.662559	5.30048	
mscal(Dense)	float	3000	3000	0.0120736	0.745428	5.96342	
mscal(Dense)	float	4000	4000	0.0190414	0.840275	6.7222	
mscal(Dense)	float	5000	5000	0.0268808	0.930031	7.44025	
mscal(Dense)	float	6000	6000	0.0385581	0.933657	7.46925	
mscal(Dense)	float	7000	7000	0.0516429	0.948823	7.59059	
mscal(Dense)	float	8000	8000	0.067316	0.95074	7.60592	
mscal(Dense)	float	9000	9000	0.0861207	0.940541	7.52432	
mscal(Dense)	float	10000	10000	0.105219	0.9504	7.6032	
mscal(Dense)	double	1000	1000	0.00215395	0.464263	7.4282	
mscal(Dense)	double	2000	2000	0.00616937	0.648365	10.3738	
mscal(Dense)	double	3000	3000	0.0129353	0.695768	11.1323	
mscal(Dense)	double	4000	4000	0.0223068	0.717269	11.4763	
mscal(Dense)	double	5000	5000	0.0345235	0.724144	11.5863	
mscal(Dense)	double	6000	6000	0.0494393	0.728166	11.6507	
mscal(Dense)	double	7000	7000	0.0666091	0.735636	11.7702	
mscal(Dense)	double	8000	8000	0.0867656	0.737619	11.8019	
mscal(Dense)	double	9000	9000	0.110532	0.732817	11.7251	
